"","name","approximate_value","games.x","AVp16","X1","adjusted_yards_per_attempt","assists_on_tackles","completed_passes","extra_points_made","field_goals_made","fumbles_forced","fumbles_recovered","fumbles_recovered_for_touchdown","games.y","height","interceptions","interceptions_returned_for_touchdown","interceptions_thrown","kickoff_return_touchdowns","other_touchdowns","pass_attempts","passes_defended","passing_completion","passing_touchdowns","passing_yards","passing_yards_per_attempt","player_id","plays_from_scrimmage","points","position","punt_return_touchdowns","quarterback_rating","receiving_touchdowns","receiving_yards","receiving_yards_per_reception","receptions","rush_attempts","rush_touchdowns","rush_yards","rush_yards_per_attempt","rushing_and_receiving_touchdowns","sacks","safeties","season","solo_tackles","tackles_for_loss","team_abbreviation","total_tackles","total_touchdowns","two_point_conversions","weight","yards_from_scrimmage","yards_from_scrimmage_per_play","yards_recovered_from_fumble","yards_returned_from_interceptions","yards_returned_per_interception","year","X"
"37","Pat Elflein",22,43,8.18604651162791,"Career",NA,0,NA,NA,NA,0,0,NA,NA,"3-Jun",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"pat-elfein-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"Ohio State",1,NA,NA,303,NA,NA,NA,0,NA,NA,NA
"38","Cameron Erving",22,69,5.10144927536232,"Career",NA,9,NA,NA,NA,0,0,NA,NA,"6-Jun",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"cameron-erving-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Career",13,2.5,"Florida State",22,NA,NA,308,NA,NA,NA,0,NA,NA,NA
"39","Trai Essex",18,76,3.78947368421053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"trai-essex-1",NA,6,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Northwestern",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Career"
"40","Jason Fabini",65,152,6.84210526315789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jason-fabini-1",NA,6,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Cincinnati",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Career"
"41","B.J. Finney",9,59,2.4406779661017,"Career",NA,0,NA,NA,NA,0,0,NA,NA,"4-Jun",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"bj-finney-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"Kansas State",1,NA,NA,303,NA,NA,NA,0,NA,NA,NA
"42","Jake Fisher",6,48,2,"Career",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6-Jun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jake-fisher-1",NA,6,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Oregon",NA,1,NA,300,NA,NA,NA,NA,NA,NA,NA
"43","Ereck Flowers",31,75,6.61333333333333,"Career",NA,1,NA,NA,NA,0,0,NA,NA,"6-Jun",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"ereck-flowers-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",0,0,"Miami (FL)",1,NA,NA,322,NA,NA,NA,0,NA,NA,NA
"44","D.J. Fluker",43,92,7.47826086956522,"Career",NA,0,NA,NA,NA,0,0,NA,NA,"",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"dj-fluker-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"Alabama",1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"45","Ramon Foster",69,160,6.9,"Career",NA,0,NA,NA,NA,0,0,0,NA,"",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"ramon-foster-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"Tennessee",1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"46","Jason Fox",9,37,3.89189189189189,"Career",NA,0,NA,0,0,0,0,0,NA,"",0,0,NA,0,0,NA,0,NA,NA,NA,NA,"jason-fox-1",1,6,"OL",0,NA,0,0,NA,0,1,1,5,5,1,0,0,"Career",2,0,"Miami (FL)",2,1,0,NA,5,5,0,0,NA,NA,NA
"47","Orlando Franklin",44,90,7.82222222222222,"Career",NA,0,NA,NA,NA,0,0,0,NA,"",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"orlando-franklin-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",5,0,"Miami (FL)",5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"48","Travis Frederick",61,96,10.1666666666667,"Career",NA,0,NA,NA,NA,0,0,0,NA,"",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"travis-frederick-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",2,0,"Wisconsin",2,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"49","Joshua Garnett",5,22,3.63636363636364,"Career",NA,0,NA,NA,NA,0,0,NA,NA,"5-Jun",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"joshua-garnett-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"Stanford",1,NA,NA,321,NA,NA,NA,0,NA,NA,NA
"50","Nate Garner",14,74,3.02702702702703,"Career",NA,0,NA,NA,NA,0,0,0,NA,"",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"nate-garner-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"Arkansas",1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"51","Marcus Gilbert",44,88,8,"Career",NA,0,NA,NA,NA,0,0,0,NA,"",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"marcus-gilbert-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"Florida",1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"52","Graham Glasgow",28,62,7.2258064516129,"Career",NA,4,NA,NA,NA,0,0,NA,NA,"6-Jun",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"graham-glasgow-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",8,4,"Michigan",12,NA,NA,303,NA,NA,NA,0,NA,NA,NA
"53","Cordy Glenn",47,97,7.75257731958763,"Career",NA,1,NA,NA,NA,0,0,0,NA,"",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"cordy-glenn-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"Georgia",2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"54","Mark Glowinski",20,62,5.16129032258065,"Career",NA,0,NA,NA,NA,0,0,NA,NA,"5-Jun",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"mark-glowinski-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"West Virginia",1,NA,NA,310,NA,NA,NA,0,NA,NA,NA
"55","Adam Goldberg",30,112,4.28571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adam-goldberg-1",1,NA,"OL",NA,NA,NA,NA,NA,NA,1,0,2,2,0,NA,NA,"Career",NA,NA,"Wyoming",NA,NA,NA,NA,2,2,NA,NA,NA,NA,"Career"
"56","Brett Goode",9,152,0.947368421052632,NA,NA,3,NA,NA,NA,0,0,0,NA,"",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"brett-goode-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"Arkansas",4,NA,NA,NA,NA,NA,0,NA,NA,NA,"Career"
"57","John Greco",32,132,3.87878787878788,"Career",NA,0,NA,NA,NA,0,0,0,NA,"",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"john-greco-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",3,0,"Toledo",3,NA,NA,NA,NA,NA,0,0,NA,NA,NA
