"","name","approximate_value","games.x","AVp16","X1","adjusted_yards_per_attempt","assists_on_tackles","completed_passes","extra_points_made","field_goals_made","fumbles_forced","fumbles_recovered","fumbles_recovered_for_touchdown","games.y","height","interceptions","interceptions_returned_for_touchdown","interceptions_thrown","kickoff_return_touchdowns","other_touchdowns","pass_attempts","passes_defended","passing_completion","passing_touchdowns","passing_yards","passing_yards_per_attempt","player_id","plays_from_scrimmage","points","position","punt_return_touchdowns","quarterback_rating","receiving_touchdowns","receiving_yards","receiving_yards_per_reception","receptions","rush_attempts","rush_touchdowns","rush_yards","rush_yards_per_attempt","rushing_and_receiving_touchdowns","sacks","safeties","season","solo_tackles","tackles_for_loss","team_abbreviation","total_tackles","total_touchdowns","two_point_conversions","weight","yards_from_scrimmage","yards_from_scrimmage_per_play","yards_recovered_from_fumble","yards_returned_from_interceptions","yards_returned_per_interception","year","X"
"55","Eric Ebron",27,83,5.20481927710843,"Career",NA,5,NA,0,0,0,0,NA,NA,"4-Jun",0,0,NA,0,NA,NA,0,NA,NA,NA,NA,"eric-ebron-1",NA,48,"TE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",2,0,"North Carolina",7,8,NA,245,NA,NA,NA,0,NA,NA,NA
"56","Michael Egnew",0,18,0,"Career",NA,0,NA,NA,NA,0,0,NA,NA,"",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"michael-egnew-1",NA,48,"TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"Missouri",1,8,NA,NA,NA,NA,NA,0,NA,NA,NA
"57","Tyler Eifert",18,59,4.88135593220339,"Career",NA,0,NA,NA,NA,0,0,NA,NA,"",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"tyler-eifert-1",NA,66,"TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",3,0,"Notre Dame",3,11,NA,NA,NA,NA,NA,0,NA,NA,NA
"58","Ebenezer Ekuban",43,122,5.63934426229508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ebenezer-ekuban-1",NA,12,"TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"North Carolina",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"Career"
"59","Brody Eldridge",0,27,0,"Career",NA,1,NA,NA,NA,NA,NA,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"brody-eldridge-1",NA,6,"TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",3,0,"Oklahoma",4,1,NA,NA,NA,NA,NA,0,NA,NA,NA
"60","Rhett Ellison",10,113,1.41592920353982,"Career",NA,2,NA,NA,NA,NA,NA,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rhett-ellison-1",NA,36,"TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",7,0,"USC",9,6,NA,NA,NA,NA,NA,0,NA,NA,NA
"61","Evan Engram",14,34,6.58823529411765,"Career",NA,0,NA,0,0,0,0,NA,NA,"3-Jun",0,0,NA,0,NA,NA,0,NA,NA,NA,NA,"evan-engram-1",NA,90,"TE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"Ole Miss",1,15,NA,227,NA,NA,NA,0,NA,NA,NA
"62","Zach Ertz",46,106,6.94339622641509,"Career",NA,0,NA,NA,NA,0,0,NA,NA,"",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"zach-ertz-1",NA,90,"TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"Stanford",1,15,NA,NA,NA,NA,NA,0,NA,NA,NA
"63","Gavin Escobar",2,64,0.5,"Career",NA,0,NA,NA,NA,0,0,NA,NA,"",0,0,NA,0,NA,NA,0,NA,NA,NA,NA,"gavin-escobar-1",NA,102,"TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"San Diego State",1,17,NA,NA,NA,NA,NA,0,NA,NA,NA
"64","Greg Estandia",3,32,1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"greg-estandia-1",NA,60,"TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"UNLV",1,10,NA,NA,NA,NA,NA,0,NA,NA,"Career"
