"","name","approximate_value","games.x","AVp16","X1","adjusted_yards_per_attempt","assists_on_tackles","completed_passes","extra_points_made","field_goals_made","fumbles_forced","fumbles_recovered","fumbles_recovered_for_touchdown","games.y","height","interceptions","interceptions_returned_for_touchdown","interceptions_thrown","kickoff_return_touchdowns","other_touchdowns","pass_attempts","passes_defended","passing_completion","passing_touchdowns","passing_yards","passing_yards_per_attempt","player_id","plays_from_scrimmage","points","position","punt_return_touchdowns","quarterback_rating","receiving_touchdowns","receiving_yards","receiving_yards_per_reception","receptions","rush_attempts","rush_touchdowns","rush_yards","rush_yards_per_attempt","rushing_and_receiving_touchdowns","sacks","safeties","season","solo_tackles","tackles_for_loss","team_abbreviation","total_tackles","total_touchdowns","two_point_conversions","weight","yards_from_scrimmage","yards_from_scrimmage_per_play","yards_recovered_from_fumble","yards_returned_from_interceptions","yards_returned_per_interception","year","X"
"36","Lorenzo Mauldin",4,26,2.46153846153846,"Career",NA,37,NA,NA,NA,6,0,0,NA,"4-Jun",0,0,NA,NA,NA,NA,8,NA,NA,NA,NA,"lorenzo-mauldin-1",NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,"Career",77,33.5,"Louisville",114,NA,NA,244,NA,NA,0,0,NA,NA,NA
"37","Josh Mauro",22,72,4.88888888888889,"Career",NA,30,NA,NA,NA,2,2,0,NA,"6-Jun",1,0,NA,NA,NA,NA,3,NA,NA,NA,NA,"josh-mauro-1",NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,"Career",51,21.5,"Stanford",81,NA,NA,282,NA,NA,0,25,25,NA,NA
"38","Avery Moss",5,22,3.63636363636364,"Career",NA,21,NA,0,0,0,0,0,NA,"2-Jun",1,1,NA,0,NA,NA,1,NA,NA,NA,NA,"avery-moss-1",NA,6,"DE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,0,"Career",19,7,"Nebraska",40,1,0,270,NA,NA,0,25,25,NA,NA
"39","Carl Nassib",16,59,4.33898305084746,"Career",NA,19,NA,NA,NA,7,0,NA,NA,"6-Jun",1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,"carl-nassib-1",NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,"Career",45,24,"Penn State",64,NA,NA,258,NA,NA,NA,10,10,NA,NA
"40","Emmanuel Ogbah",21,50,6.72,"Career",NA,38,NA,0,0,5,2,1,NA,"4-Jun",0,0,NA,0,0,NA,9,NA,NA,NA,NA,"emmanuel-ogbah-1",NA,6,"DE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5,NA,"Career",95,35.5,"Oklahoma State",133,1,NA,275,NA,NA,1,0,NA,NA,NA
"41","Nate Orchard",10,43,3.72093023255814,"Career",NA,57,NA,NA,NA,6,2,NA,NA,"4-Jun",0,0,NA,NA,NA,NA,4,NA,NA,NA,NA,"nate-orchard-1",NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,NA,"Career",76,29.5,"Utah",133,NA,NA,255,NA,NA,NA,0,NA,NA,NA
"42","Sheldon Rankins",16,51,5.01960784313725,"Career",NA,61,NA,0,0,2,2,1,NA,"2-Jun",2,0,NA,0,0,NA,4,NA,NA,NA,NA,"sheldon-rankins-1",NA,6,"DE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,"Career",72,31.5,"Louisville",133,1,0,303,NA,NA,46,9,4.5,NA,NA
"43","Trevor Reilly",3,37,1.2972972972973,"Career",NA,104,NA,NA,NA,5,5,NA,NA,"5-Jun",2,0,NA,NA,NA,NA,5,NA,NA,NA,NA,"trevor-reilly-1",NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,NA,"Career",131,37.5,"Utah",235,NA,NA,255,NA,NA,NA,16,8,NA,NA
"44","Matt Roth",30,96,5,"Career",NA,9,NA,NA,NA,1,0,0,NA,"3-Jun",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"matt-roth-1",NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Career",3,1.5,"Virginia Tech",12,NA,NA,239,NA,NA,0,0,NA,NA,NA
"45","Ryan Russell",4,23,2.78260869565217,"Career",NA,49,NA,NA,NA,4,3,0,NA,"5-Jun",0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,"ryan-russell-1",NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,"Career",100,24.5,"Purdue",149,NA,NA,273,NA,NA,0,0,NA,NA,NA
"46","Brennan Scarlett",11,45,3.91111111111111,"Career",NA,47,NA,NA,NA,5,1,0,NA,"4-Jun",0,0,NA,NA,NA,NA,4,NA,NA,NA,NA,"brennan-scarlett-1",NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,"Career",43,16.5,"Overall",90,NA,NA,255,NA,NA,0,0,NA,NA,NA
"47","Alex Smith",12,124,1.54838709677419,"Career",NA,34,NA,NA,NA,1,0,0,NA,"4-Jun",1,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"alex-smith-1",NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"Career",19,5.5,"Central Michigan",53,NA,NA,290,NA,NA,0,0,0,NA,NA
"48","Za'Darius Smith",26,74,5.62162162162162,"Career",NA,69,NA,NA,NA,0,2,NA,NA,"6-Jun",0,0,NA,NA,NA,NA,3,NA,NA,NA,NA,"zadarius-smith-1",NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,"Career",50,14,"Kentucky",119,NA,NA,263,NA,NA,NA,0,NA,NA,NA
"49","Josh Sweat",3,25,1.92,"Career",NA,61,NA,NA,NA,1,3,NA,NA,"5-Jun",1,0,NA,NA,NA,NA,6,NA,NA,NA,NA,"josh-sweat-1",NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,NA,"Career",77,29,"Florida State",138,NA,NA,250,NA,NA,NA,6,6,NA,NA
"50","Jordan Willis",5,41,1.95121951219512,"Career",NA,39,NA,NA,NA,6,2,NA,NA,"4-Jun",0,0,NA,NA,NA,NA,7,NA,NA,NA,NA,"jordan-willis-1",NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,NA,"Career",74,39.5,"Kansas State",113,NA,NA,255,NA,NA,NA,0,NA,NA,NA
"51","Leonard Williams",42,79,8.50632911392405,"Career",NA,107,NA,NA,NA,4,2,NA,NA,"5-Jun",2,0,NA,NA,NA,NA,3,NA,NA,NA,NA,"leonard-williams-1",NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,"Career",111,35.5,"USC",218,NA,NA,300,NA,NA,NA,34,17,NA,NA
"52","Deatrich Wise Jr.",12,46,4.17391304347826,"2013",NA,11,NA,NA,NA,0,1,NA,9,"5-Jun",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"deatrich-wise-jr-1",NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"2013",6,3,"Arkansas",17,NA,NA,271,NA,NA,NA,0,NA,NA,NA
"53","Zach Wood",3,48,1,"Career",NA,60,NA,NA,NA,2,2,0,NA,"Jun-00",0,0,NA,NA,NA,NA,3,NA,NA,NA,NA,"zach-wood-1",NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,"Career",77,22,"SMU",137,NA,NA,233,NA,NA,0,0,NA,NA,NA
"54","Chris Wormley",10,39,4.1025641025641,"Career",NA,57,NA,NA,NA,1,1,NA,NA,"5-Jun",0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,"chris-wormley-1",NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,"Career",62,31.5,"Michigan",119,NA,NA,298,NA,NA,NA,0,NA,NA,NA
"55","Eddie Yarbrough",8,31,4.12903225806452,"Career",NA,125,NA,NA,NA,4,3,0,NA,"3-Jun",0,0,NA,NA,NA,NA,4,NA,NA,NA,NA,"eddie-yarbrough-1",NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,NA,"Career",131,39.5,"Wyoming",256,NA,NA,251,NA,NA,0,0,NA,NA,NA
