,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
Career,,,,,,,,,,,,,,0.0,Kerry Hood,,,,,,,,kerry-hood-1,,54,WR,,,,,,,,,,,,,,Career,,,South Carolina,,9,,,,,,,,
Career,,,,,,,,,,,,,,,Kerry Johnson,,,,,,,,kerry-johnson-1,,36,WR,,,,,,,,,,,,,,Career,,,Ole Miss,,6,,,,,,,,
Career,,16,,,,0.0,0.0,0.0,,,1,0,,,Kerry Major,,,4.0,,,,,kerry-major-1,,,DB,,,,,,,,,,,,0.0,,Career,44,0.0,Wake Forest,60,,,,,,0.0,0,0.0,
Career,3.5,,63,,,,,,,,,,5,,Kerry McGonigal,,142,,44.4,4,637,4.5,kerry-mcgonigal-1,34,,QB,,84.3,,,,,34,0,-76,-2.2,0,,,Career,,,California,,,,,-76,-2.2,,,,
Career,,0,,,,,,,,,0,0,,,Kerry Reed,,,,,,,,kerry-reed-1,,60,WR,,,,,,,,,,,,0.0,,Career,2,0.0,Michigan State,2,10,,,,,,0,,
Career,,,,,,,,1.0,,,11,2,,,Kerry Rhodes,,,,,,,,kerry-rhodes-1,,18,DB,0.0,,,,,,,,,,,,,Career,,,Louisville,,3,,,,,40.0,106,9.6,
Career,,8,,,,0,0,0,,,,,,,Kerry Shepherd,,,0,,,,,kerry-shepherd-1,,,DL,,,,,,,,,,,,0.0,,Career,6,1.5,Utah State,14,,,,,,0,,,
Career,,,,,,,,,,,,,,0.0,Kerry Watkins,,,,,,,,kerry-watkins-1,,132,WR,,,,,,,,,,,,,,Career,,,Georgia Tech,,22,,,,,,,,
Career,,,,,,,,,,,,,,1.0,Kerry Wright,,,,,,,,kerry-wright-1,,144,WR,1,,,,,,,,,,,,,Career,,,Middle Tennessee State,,24,,,,,,,,
Career,,,,,,,,,,,,,,0.0,Kerwin Cook,,,,,,,,kerwin-cook-1,,90,WR,,,,,,,,,,,,,,Career,,,Tulane,,15,,,,,,,,
Career,,,,,,,,,,,,,,,Kerwin Jones,,,,,,,,kerwin-jones-1,,18,WR,,,,,,,,,,,,,,Career,,,Tulane,,3,,,,,,,,
Career,,5,,,,0,0,0,,,,,,,Kerwin Scott,,,0,,,,,kerwin-scott-1,,,DB,,,,,,,,,,,,0.0,,Career,4,0.5,Navy,9,,,,,,0,,,
Career,,0.0,,,,,,,,,0,0,,0.0,Kestahn Moore,,,,,,,,kestahn-moore-1,273,96,RB,,,3,231,6.1,38,235,13,1281,5.5,16,0.0,,Career,2.0,0.0,Florida,2.0,16,,,1512,5.5,,0,,
Career,,32,,,,,,,,,9,1,,,Ketric Buffin,,,,,,,,ketric-buffin-1,,6,DB,,,,,,,,,,,,0.0,,Career,61,3.5,Navy,93,1,,,,,,109,12.1,
Career,52.0,,3.0,,,,,,,,,,0.0,0,Ketric Sanford,,3.0,,100.0,2.0,116.0,38.7,ketric-sanford-1,805,174,RB,,644.8,1,476,7.7,62,743,28,3636,4.9,29,,,Career,,,Houston,,29,,,4112,5.1,,,,
Career,-4.0,,1.0,,,,,,,,,,1.0,,Kevan Barlow,,3.0,,33.3,1.0,13.0,4.3,kevan-barlow-1,522,144,RB,,113.1,4,508,14.1,36,486,20,2324,4.8,24,,,Career,,,Pitt,,24,,,2832,5.4,,,,
Career,,2,,,,1,0,0,,,,,,,Kevin Akinbiyi,,,0,,,,,kevin-akinbiyi-1,,,LB,,,,,,,,,,,,1.0,,Career,9,1.0,Florida International,11,,,,,,0,,,
Career,,34,,,,,,1.0,,,5,0,,0.0,Kevin Akins,,,,,,,,kevin-akins-1,,6,DB,,,,,,,,,,,,15.0,,Career,98,20.5,Boston College,132,1,,,,,13.0,97,19.4,
Career,,,,,,,,,,,2,0,,,Kevin Aldridge,,,,,,,,kevin-aldridge-1,,,DL,,,,,,,,,,,,,,Career,,,SMU,,,,,,,,19,9.5,
Career,,,,,,,,,,,,,,1.0,Kevin Alexander,,,,,,,,kevin-alexander-2,,90,WR,1.0,,,,,,,,,,,,,Career,,,Utah State,,15,,,,,,,,
Career,,,,,,,,,,,,,,0.0,Kevin Allar,,,,,,,,kevin-allar-1,,6,TE,,,,,,,,,,,,,,Career,,,Eastern Michigan,,1,,,,,,,,
Career,,,,,,,,,,,5,2,,0.0,Kevin Arbet,,,,,,,,kevin-arbet-1,,12,DB,0.0,,,,,,,,,,,,,Career,,,USC,,2,,,,,,231,46.2,
Career,,5.0,,0.0,0.0,0.0,0.0,0.0,,,0,0,,0.0,Kevin Armstrong,0.0,,0.0,,,,,kevin-armstrong-1,,6,TE,0.0,,,,,,,,,,,0.0,0.0,Career,5.0,0.0,Temple,10.0,1,0.0,,,,0.0,0,,
Career,,,,,,,,,,6-2,1,0,,,Kevin Atkins,,,,,,,,kevin-atkins-1,,,LB,,,,,,,,,,,,,,Career,,,Marshall,,,,290,,,,12,12.0,
Career,,25,,,,0.0,0.0,0.0,,,6,0,,,Kevin Barnes,,,1.0,,,,,kevin-barnes-1,,,DB,,,,,,,,,,,,0.0,,Career,74,5.5,Maryland,99,,,,,,0.0,82,13.7,
Career,,,,,,,,,,,,,,,Kevin Beard,,,,,,,,kevin-beard-1,,42,WR,0.0,,,,,,,,,,,,,Career,,,Miami (FL),,7,,,,,,,,
Career,,0.0,,,,,,,,,0,0,,,Kevin Belton,,,,,,,,kevin-belton-1,,24,TE,,,,,,,,,,,,0.0,,Career,1.0,0.0,Louisiana,1.0,4,,,,,,0,,
Career,,,,0.0,0.0,,1.0,1.0,,,3,1,,0.0,Kevin Bentley,0.0,,,,,,,kevin-bentley-1,,12,LB,0.0,,,,,,,,,,,,0.0,Career,,,Northwestern,,2,0.0,,,,95.0,59,19.7,
Career,,,,,,,,,,,,,,,Kevin Beverly,,,,,,,,kevin-beverly-1,101,48,RB,,,1,70,8.8,8,93,7,334,3.6,8,,,Career,,,Kent State,,8,,,404,4.0,,,,
Career,,,,,,,,,,,1,0,,,Kevin Bishop,,,,,,,,kevin-bishop-1,,,LB,,,,,,,,,,,,,,Career,,,Maryland,,,,,,,,0,0.0,
Career,,,,,,,,,,,3,0,,,Kevin Brabham,,,,,,,,kevin-brabham-1,,,DB,,,,,,,,,,,,,,Career,,,Rice,,,,,,,,35,11.7,
Career,,3,,,,,,,,,0,0,,,Kevin Bradley,,,,,,,,kevin-bradley-1,,,DL,,,,,,,,,,,,0.0,,Career,2,0.0,Virginia,5,,,,,,,0,,
Career,,,,,,,,,,,1,0,,,Kevin Brant,,,,,,,,kevin-brant-1,,,DB,,,,,,,,,,,,,,Career,,,UCLA,,,,,,,,14,14.0,
Career,,,,,,,,,,,,,,0.0,Kevin Brooks,,,,,,,,kevin-brooks-1,477,102,RB,,,0,265,8.8,30,447,17,2082,4.7,17,,,Career,,,Virginia,,17,,,2347,4.9,,,,
Career,,,,,,,,,,,1,0,,,Kevin Brown,,,,,,,,kevin-brown-1,,,DB,,,,,,,,,,,,,,Career,,,Louisiana Tech,,,,,,,,0,0.0,
Career,,,,,,,,,,,,,,,Kevin Brown,,,,,,,,kevin-brown-10,225,24,RB,,,0,74,7.4,10,215,4,1046,4.9,4,,,Career,,,Washington State,,4,,,1120,5.0,,,,
Career,,,,,,,,,,,,,,,Kevin Brown,,,,,,,,kevin-brown-3,149,18,RB,,,0,3,3.0,1,148,3,798,5.4,3,,,Career,,,UNLV,,3,,,801,5.4,,,,
Career,5.0,,3,,,,,,,,,,0,,Kevin Brown,,7,,42.9,0,35,5.0,kevin-brown-4,,,QB,,84.9,,,,,,,,,,,,Career,,,San Jose State,,,,,,,,,,
Career,0.0,,0.0,,,,,,,,,,0.0,,Kevin Brown,,1.0,,0.0,0.0,0.0,0.0,kevin-brown-5,,24,WR,0.0,0.0,,,,,,,,,,,,Career,,,Texas Christian,,4,,,,,,,,
Career,,,,,,,,,,,,,,0.0,Kevin Brown,,,,,,,,kevin-brown-8,127,24,RB,,,1.0,27.0,5.4,5.0,122,3,454,3.7,4,,,Career,,,Oklahoma State,,4,,,481,3.8,,,,
Career,,,,,,,,,,,1,0,,,Kevin Burnett,,,,,,,,kevin-burnett-1,,,LB,,,,,,,,,,,,,,Career,,,Tennessee,,,,,,,,0,0.0,
Career,,,,,,,,,,,,,,0.0,Kevin Carretta,,,,,,,,kevin-carretta-1,,6,TE,0.0,,,,,,,,,,,,,Career,,,Notre Dame,,1,,,,,,,,
Career,27.0,,1.0,,,,,,,,,,0.0,0,Kevin Cartwright,,1.0,,100.0,1.0,7.0,7.0,kevin-cartwright-1,162,12,RB,,488.8,0,78,4.9,16,146,2,577,4.0,2,,,Career,,,Ball State,,2,,,655,4.0,,,,
Career,10.0,,3,,,,,,,,,,0,,Kevin Carty,,5,,60.0,0,50,10.0,kevin-carty-1,4,,QB,,144.0,,,,,4,0,-6,-1.5,0,,,Career,,,North Carolina,,,,,-6,-1.5,,,,
Career,,1.0,,,,,,,,,0,0,,0.0,Kevin Challenger,,,,,,,,kevin-challenger-1,,72,WR,0.0,,,,,,,,,,,0.0,,Career,2.0,0.0,Boston College,3.0,12,,,,,,0,,
Career,,0.0,,,,,,,,,0,0,,,Kevin Ciccone,,,,,,,,kevin-ciccone-1,,,WR,,,,,,,,,,,,0.0,,Career,3.0,0.0,Fresno State,3.0,,,,,,,0,,
Career,,,,,,,,,,,,,,,Kevin Coffey,,,,,,,,kevin-coffey-1,,90,WR,,,,,,,,,,,,,,Career,,,Virginia,,15,,,,,,,,
Career,-45.0,,0.0,,,,,,,,,,1.0,0.0,Kevin Coleman,,1.0,,0.0,0.0,0.0,0.0,kevin-coleman-1,,78,WR,,-200.0,,,,,,,,,,,,Career,,,Kentucky,,13,,,,,,,,
Career,0.3,,3,,,,,,,,,,1,,Kevin Colon,,8,,37.5,0,47,5.9,kevin-colon-1,1,,QB,,61.9,,,,,1,0,-10,-10.0,0,,,Career,,,Texas A&M,,,,,-10,-10.0,,,,
Career,-0.1,,7,,,,,,,,,,2,,Kevin Colon,,25,,28.0,0,88,3.5,kevin-colon-2,7,,QB,,41.6,,,,,7,0,-9,-1.3,0,,,Career,,,Texas Christian,,,,,-9,-1.3,,,,
Career,,,,,,,,,,,2,0,,,Kevin Concepcion,,,,,,,,kevin-concepcion-1,,,DB,,,,,,,,,,,,,,Career,,,Buffalo,,,,,,,,48,24.0,
Career,,,,,,,,,,,,,,,Kevin Cooper,,,,,,,,kevin-cooper-2,1,,P,,,,,,,1.0,0.0,-5.0,-5.0,0,,,Career,,,Ole Miss,,,,,-5,-5.0,,,,
Career,,,,,,,,,,,,,,,Kevin Cooper,,,,,,,,kevin-cooper-3,,24,WR,,,,,,,,,,,,,,Career,,,Mississippi State,,4,,,,,,,,
Career,,,,,,,,,,,2,0,,,Kevin Copeland,,,,,,,,kevin-copeland-1,,,DB,,,,,,,,,,,,,,Career,,,Middle Tennessee State,,,,,,,,0,0.0,
Career,3.8,,129,,,,,,,,,,16,,Kevin Crook,,271,,47.6,11,1537,5.7,kevin-crook-1,53,6,QB,,96.8,,,,,53,1,-89,-1.7,1,,,Career,,,UNLV,,1,,,-89,-1.7,,,,
Career,,,,,,,,,,,,,,,Kevin Cunane,,,,,,,,kevin-cunane-1,,6,TE,,,,,,,,,,,,,,Career,,,Tulane,,1,,,,,,,,
Career,,,,,,,,,,,10,1,,0.0,Kevin Curtis,,,,,,,,kevin-curtis-1,,6,DB,0.0,,,,,,,,,,,,,Career,,,Texas Tech,,1,,,,,,144,14.4,
Career,6.3,,2,,,,,,,,,,0,,Kevin Curtis,,6,,33.3,0,38,6.3,kevin-curtis-2,,120,WR,0.0,86.5,,,,,,,,,,,,Career,,,Utah State,,20,,,,,,,,
Career,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0,0,,0.0,Kevin Darling,0.0,,0.0,,,,,kevin-darling-1,,6,TE,0.0,,,,,,,,,,,0.0,0.0,Career,1.0,0.0,Penn State,1.0,1,0.0,,,,0.0,0,,
Career,,,,,,,,,,,,,,,Kevin Davis,,,,,,,,kevin-davis-1,42,12,RB,,,0,-1,-0.3,3,39,2,193,4.9,2,,,Career,,,Middle Tennessee State,,2,,,192,4.6,,,,
Career,,,,,,,,,,,,,,,Kevin Dickhaut,,,,,,,,kevin-dickhaut-1,5,,RB,,,,,,,5,0,27,5.4,0,,,Career,,,Washington State,,,,,27,5.4,,,,
Career,,16.0,,,,,,,,,6,0,,,Kevin Dockery,,,,,,,,kevin-dockery-1,,,DB,,,,,,,,,,,,1.0,,Career,37.0,5.0,Mississippi State,53.0,,,,,,,83,13.8,
Career,5.3,,29,,,,,,,,,,2,,Kevin Drake,,59,,49.2,2,364,6.2,kevin-drake-1,,42,QB,,105.4,,,,,,,,,,,,Career,,,UAB,,7,,,,,,,,
Career,,,,,,,,,,,,,,,Kevin Duncan,,,,,,,,kevin-duncan-1,2,,RB,,,,,,,2,0,33,16.5,0,,,Career,,,Missouri,,,,,33,16.5,,,,
Career,,,,,,,,,,,,,,,Kevin Dykes,,,,,,,,kevin-dykes-1,15,,RB,,,,,,,15,0,66,4.4,0,,,Career,,,Boston College,,,,,66,4.4,,,,
Career,,,,,,,,,,,,,,0.0,Kevin Dyson,,,,,,,,kevin-dyson-1,,114,WR,1.0,,,,,,,,,,,,,Career,,,Utah,,19,,,,,,,,
Career,,,,42,17,,,,,,,,,0.0,Kevin Eberhart,0.0,,,,,,,kevin-eberhart-1,,93,K,0.0,,,,,,,,,,,,0.0,Career,,,Colorado,,0,0.0,,,,,,,
Career,,74,,,,,,,,,5,0,,,Kevin Ellison,,,,,,,,kevin-ellison-1,,,DB,,,,,,,,,,,,3.5,,Career,96,17.5,USC,170,,,,,,,9,1.8,
Career,,,,,,,,,,,,,,,Kevin Everett,,,,,,,,kevin-everett-1,,18,TE,,,,,,,,,,,,,,Career,,,Miami (FL),,3,,,,,,,,
Career,,,,,,,,,,,,,,,Kevin Fain,,,,,,,,kevin-fain-1,26,,RB,,,,,,,26,0,109,4.2,0,,,Career,,,East Carolina,,,,,109,4.2,,,,
Career,5.0,,461,,,,,,,,,,43,,Kevin Fant,,866,,53.2,33,5631,6.5,kevin-fant-1,174,18,QB,,110.5,,,,,174,3,-207,-1.2,3,,,Career,,,Mississippi State,,3,,,-207,-1.2,,,,
Career,15.7,,2.0,,,,,,,,,,0.0,1,Kevin Faulk,,3.0,,66.7,1.0,27.0,9.0,kevin-faulk-1,909,318,RB,2.0,252.3,4,600,11.3,53,856,46,4557,5.3,50,,,Career,,,LSU,,53,,,5157,5.7,,,,
Career,7.9,,609,,,,,,,,,,27,,Kevin Feterik,,1004,,60.7,53,8065,8.0,kevin-feterik-1,249,30,QB,,140.2,0.0,0.0,0.0,1.0,248,5,-342,-1.4,5,,,Career,,,Brigham Young,,5,,,-342,-1.4,,,,
Career,,,,,,,,,,,4,0,,,Kevin Ford,,,,,,,,kevin-ford-2,,,DB,,,,,,,,,,,,,,Career,,,Western Michigan,,,,,,,,3,0.8,
Career,,,,,,,,,,,1,0,,,Kevin Freeman,,,,,,,,kevin-freeman-1,,,DL,,,,,,,,,,,,,,Career,,,West Virginia,,,,,,,,0,0.0,
Career,,,,,,,,,,,,,,,Kevin Fulton,,,,,,,,kevin-fulton-1,10,,RB,,,,,,,10,0,28,2.8,0,,,Career,,,Wyoming,,,,,28,2.8,,,,
Career,0.0,,0.0,,,,,,,,,,0.0,,Kevin Galbreath,,1.0,,0.0,0.0,0.0,0.0,kevin-galbreath-1,512,72,RB,,0.0,0,33,8.3,4,508,12,2287,4.5,12,,,Career,,,North Texas,,12,,,2320,4.5,,,,
Career,,,,,,,,,,,7,1,,,Kevin Garrett,,,,,,,,kevin-garrett-1,,6,DB,0.0,,,,,,,,,,,,,Career,,,SMU,,1,,,,,,98,14.0,
Career,,,,,,,,,,,,,,0.0,Kevin Grady,,,,,,,,kevin-grady-1,220,60,RB,,,0.0,150.0,7.5,20.0,200,10,783,3.9,10,,,Career,,,Michigan,,10,,,933,4.2,,,,
Career,,135,,,,3,0,0,,,,,,,Kevin Grant,,,7,,,,,kevin-grant-2,,,LB,,,,,,,,,,,,9.0,,Career,184,36.5,Akron,319,,,,,,0,,,
Career,,,,,,,,,,,,,,,Kevin Griffin,,,,,,,,kevin-griffin-1,,12,WR,2.0,,,,,,,,,,,,,Career,,,Ohio State,,2,,,,,,,,
Career,,,,,,,,,,,5,0,,,Kevin Hardy,,,,,,,,kevin-hardy-2,,,LB,,,,,,,,,,,,,,Career,,,Illinois,,,,,,,,48,9.6,
Career,6.2,,37,,,,,,,,6,1,4,,Kevin Harvey,,73,,50.7,3,571,7.8,kevin-harvey-1,135,12,RB,0,119.0,0.0,36.0,5.1,7.0,128,1,283,2.2,1,,,Career,,,Temple,,2,,,319,2.4,,55,9.2,
Career,,,,,,,,,,,,,,,Kevin Heard,,,,,,,,kevin-heard-1,,6,WR,0.0,,,,,,,,,,,,,Career,,,Southern Mississippi,,1,,,,,,,,
Career,,13.0,,0.0,0.0,0.0,0.0,0.0,,,3,1,,0.0,Kevin Hobbs,0.0,,3.0,,,,,kevin-hobbs-1,,6,DB,0.0,,,,,,,,,,,0.0,0.0,Career,11.0,0.5,Auburn,24.0,1,0.0,,,,0.0,33,11.0,
Career,37.0,,2,,,,,,,,,,0,,Kevin Horton,,2,,100.0,1,54,27.0,kevin-horton-1,23,,RB,,491.8,0,16,16.0,1,22,0,32,1.5,0,,,Career,,,Arkansas State,,,,,48,2.1,,,,
Career,,,,,,,,,,,4,0,,,Kevin House,,,,,,,,kevin-house-1,,,DB,,,,,,,,,,,,,,Career,,,South Carolina,,,,,,,,36,9.0,
Career,,,,,,,,,,,,,,,Kevin Houser,,,,,,,,kevin-houser-1,,12,TE,,,,,,,,,,,,,,Career,,,Ohio State,,2,,,,,,,,
Career,,,,,,,,,,,,,,0.0,Kevin Howard,,,,,,,,kevin-howard-1,,12,WR,,,,,,,,,,,,,,Career,,,North Texas,,2,,,,,,,,
Career,,44.0,,,,5.0,0.0,0.0,,,0,0,,,Kevin Howe,,,7.0,,,,,kevin-howe-1,,,DL,,,,,,,,,,,,14.5,,Career,65.0,24.5,Eastern Michigan,109.0,,,,,,0.0,0,,
Career,,,,,,,,,,,,,,,Kevin Hubbard,,,,,,,,kevin-hubbard-2,10,6,RB,,,,,,,10,1,55,5.5,1,,,Career,,,North Carolina State,,1,,,55,5.5,,,,
Career,0.0,0.0,0.0,,,,,,,,0,0,0.0,,Kevin Huber,,1.0,,0.0,0.0,0.0,0.0,kevin-huber-1,1,,P,,0.0,,,,,1.0,0.0,12.0,12.0,0,0.0,,Career,2.0,0.0,Cincinnati,2.0,,,,12,12.0,,0,,
Career,,,,,,,2,0,,,,,,,Kevin Huntley,,,,,,,,kevin-huntley-1,,,DL,,,,,,,,,,,,,,Career,,,Kansas State,,,,,,,4,,,
Career,,,,,,,,,,,6,0,,,Kevin Huntley,,,,,,,,kevin-huntley-2,,,RB,,,,,,,,,,,,,,Career,,,Wisconsin,,,,,,,,49,8.2,
Career,,,,,,,,,,,,,,0.0,Kevin Isham,,,,,,,,kevin-isham-1,69,6,TE,,,0.0,8.0,8.0,1.0,68,1,262,3.9,1,,,Career,,,Tulsa,,1,,,270,3.9,,,,
Career,,,,,,,,,,,12,2,,0.0,Kevin Jackson,,,,,,,,kevin-jackson-7,,12,DB,,,,,,,,,,,,,,Career,,,Alabama,,2,,,,,,90,7.5,
Career,,,,,,,,,,5-10,1,0,,,Kevin Johnson,,,,,,,,kevin-johnson-1,,,DB,,,,,,,,,,,,,,Career,,,Clemson,,,,170,,,,19,19.0,
Career,,,,,,,,,,,1,1,,,Kevin Johnson,,,,,,,,kevin-johnson-2,,6,DB,,,,,,,,,,,,,,Career,,,Missouri,,1,,,,,,59,59.0,
Career,-45.0,,0.0,,,,,,,,,,1.0,4,Kevin Johnson,,1.0,,0.0,0.0,0.0,0.0,kevin-johnson-4,,126,WR,1.0,-200.0,,,,,,,,,,,,Career,,,Syracuse,,21,,,,,,,,
Career,,,,,,,,,,,,,,0,Kevin Johnson,,,,,,,,kevin-johnson-5,10,6,RB,,,,,,,10,1,21,2.1,1,,,Career,,,Louisiana Tech,,1,,,21,2.1,,,,
Career,,,,,,,,,,,,,,0,Kevin Jones,,,,,,,,kevin-jones-2,,30,WR,1,,,,,,,,,,,,,Career,,,Arkansas State,,5,,,,,,,,
Career,,,,,,,,,,,,,,,Kevin Jones,,,,,,,,kevin-jones-3,640,210,RB,,,0,229,9.5,24,616,35,3475,5.6,35,,,Career,,,Virginia Tech,,35,,,3704,5.8,,,,
Career,,,,,,,,,,,,,,0.0,Kevin Jordan,,,,,,,,kevin-jordan-1,,72,WR,,,,,,,,,,,,,,Career,,,UCLA,,12,,,,,,,,
Career,,34.0,,,,0.0,0.0,0.0,,,1,0,,,Kevin Joyce,,,4.0,,,,,kevin-joyce-1,,,LB,,,,,,,,,,,,4.0,,Career,72.0,10.5,Vanderbilt,106.0,,,,,,0.0,11,11.0,
Career,,17,,0.0,0.0,0.0,0.0,0.0,,,0,0,,0.0,Kevin Jurovich,0.0,,0.0,,,,,kevin-jurovich-1,,66,WR,0.0,,,,,,,,,,,0.0,0.0,Career,12,0.5,San Jose State,29,11,0.0,,,,0.0,0,,
Career,,,,,,,,,,,,,,,Kevin Kammer,,,,,,,,kevin-kammer-1,,12,TE,,,,,,,,,,,,,,Career,,,Arkansas State,,2,,,,,,,,
Career,,28.0,,,,,,,,,4,1,,0.0,Kevin Kane,,,,,,,,kevin-kane-1,,6,LB,,,,,,,,,,,,0.5,,Career,51.0,8.5,Kansas,79.0,1,,,,,,103,25.8,
Career,,,,,,,,,,,,,,,Kevin Kasper,,,,,,,,kevin-kasper-1,,66,WR,,,,,,,,,,,,,,Career,,,Iowa,,11,,,,,,,,
Career,,0,,183,78,,,,,,0,0,,,Kevin Kelly,,,,,,,,kevin-kelly-1,1,423,K,,,,,,,1.0,1.0,5.0,5.0,1,0.0,,Career,7,0.0,Penn State,7,1,,,5,5.0,,0,,
Career,,,,115,38,,,,,,,,,,Kevin Kerr,,,,,,,,kevin-kerr-1,,229,K,,,,,,,,,,,,,,Career,,,Ohio,,0,,,,,,,,
Career,,,,,,,,,,,,,,0.0,Kevin Kidd,,,,,,,,kevin-kidd-1,184,42,RB,,,1.0,78.0,4.9,16.0,168.0,6.0,574.0,3.4,7,,,Career,,,Toledo,,7,,,652,3.5,,,,
Career,,,,,,,,,,,,,,,Kevin Kiley,,,,,,,,kevin-kiley-1,1,,QB,,,,,,,1,0,1,1.0,0,,,Career,,,Boston College,,,,,1,1.0,,,,
Career,,,,,,,,,,,1,0,,,Kevin Knight,,,,,,,,kevin-knight-1,,,DB,,,,,,,,,,,,,,Career,,,North Carolina,,,,,,,,14,14.0,
Career,0.0,,0.0,77,33,,,,,,,,0.0,,Kevin Knope,,1.0,,0.0,0.0,0.0,0.0,kevin-knope-1,,176,K,,0.0,,,,,,,,,,,,Career,,,Western Michigan,,0,,,,,,,,
Career,8.5,0.0,964,0.0,0.0,,0.0,0.0,,,0,0,31,0.0,Kevin Kolb,0.0,1565,,61.6,85,12964,8.3,kevin-kolb-1,473,126,QB,0.0,145.1,0.0,8.0,8.0,1.0,472,21,751,1.6,21,0.0,0.0,Career,4.0,0.0,Houston,4.0,21,0.0,,759,1.6,0.0,0,,
Career,,,,,,,,,,,,,,0.0,Kevin Lawrence,,,,,,,,kevin-lawrence-1,146,18,RB,,,0.0,55.0,7.9,7.0,139.0,3.0,710.0,5.1,3,,,Career,,,Northwestern,,3,,,765,5.2,,,,
Career,,,,,,,,,,,,,,,Kevin Leigh,,,,,,,,kevin-leigh-1,11,,RB,,,0.0,13.0,6.5,2.0,9,0,35,3.9,0,,,Career,,,New Mexico,,,,,48,4.4,,,,
Career,,,,,,,,,,,1,0,,,Kevin Lewis,,,,,,,,kevin-lewis-1,,,DB,,,,,,,,,,,,,,Career,,,Virginia Tech,,,,,,,,13,13.0,
Career,,,,,,,,,,,1,0,,,Kevin Lockett,,,,,,,,kevin-lockett-1,,156,WR,0.0,,,,,,,,,,,,,Career,,,Kansas State,,26,,,,,,16,16.0,
Career,,,,0,0,,,,,,,,,0,Kevin Louswma,,,,,,,,kevin-louswma-1,,6,TE,0,,,,,,,,,,,,0,Career,,,Boise State,,1,0,,,,,,,
Career,,2.0,,85,33,,,,,,0,0,,,Kevin Lovell,,,,,,,,kevin-lovell-1,1,184,K,,,,,,,1.0,0.0,7.0,7.0,0,0.0,,Career,5.0,0.0,Cincinnati,7.0,0,,,7,7.0,,0,,
Career,,1,,,,0,0,0,,,,,,,Kevin Luhrs,,,0,,,,,kevin-luhrs-1,,,DL,,,,,,,,,,,,0.0,,Career,0,0.0,Nebraska,1,,,,,,0,,,
Career,,,,,,,,,,,,,,,Kevin Lyles,,,,,,,,kevin-lyles-2,,12,TE,,,,,,,,,,,,,,Career,,,Wisconsin,,2,,,,,,,,
Career,,122,,,,1.0,0.0,0.0,,,1,0,,,Kevin Malast,,,4.0,,,,,kevin-malast-1,,,LB,,,,,,,,,,,,3.0,,Career,85,15.5,Rutgers,207,,,,,,0.0,74,74.0,
Career,,,,,,,,,,,,,,1,Kevin Marion,,,,,,,,kevin-marion-1,113,36,WR,,,2,548,12.2,45,68,3,492,7.2,5,,,Career,,,Wake Forest,,6,,,1040,9.2,,,,
Career,,1.0,,23,4.0,,,,,,0,0,,,Kevin Mark,,,,,,,,kevin-mark-1,,35,K,,,,,,,,,,,,0.0,,Career,1.0,0.0,Colorado State,2.0,0,,,,,,0,,
Career,,,,,,,,,,,1,0,,0.0,Kevin Martells,,,,,,,,kevin-martells-1,36,12,RB,0.0,,0.0,63.0,12.6,5.0,31.0,2.0,159.0,5.1,2,,,Career,,,Ohio,,2,,,222,6.2,,0,0.0,
Career,,,,,,,,,,,,,,0.0,Kevin Matier,,,,,,,,kevin-matier-1,46,12,RB,,,0.0,12.0,4.0,3.0,43,2,224,5.2,2,,,Career,,,North Carolina State,,2,,,236,5.1,,,,
Career,,,,,,,,,,,,,,,Kevin Maurice,,,,,,,,kevin-maurice-1,5,,RB,,,,,,,5,0,12,2.4,0,,,Career,,,UTEP,,,,,12,2.4,,,,
Career,3.5,0.0,30,,,,,,,,0,0,3,,Kevin McCabe,,46,,65.2,1,276,6.0,kevin-mccabe-1,2,,QB,,109.7,,,,,2.0,0.0,-6.0,-3.0,0,0.0,,Career,1.0,0.0,Virginia,1.0,,,,-6,-3.0,,0,,
Career,,,,,,,,1,,,3,1,,,Kevin McCadam,,,,,,,,kevin-mccadam-1,,12,DB,,,,,,,,,,,,,,Career,,,Virginia Tech,,2,,,,,9,69,23.0,
Career,,2.0,,,,,,,,,0,0,,,Kevin McCall,,,,,,,,kevin-mccall-1,109,24,RB,,,0.0,125.0,9.6,13.0,96,4,409,4.3,4,0.0,,Career,6.0,0.0,Washington State,8.0,4,,,534,4.9,,0,,
