,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
Career,,58,,,,1.0,0.0,0.0,,,2,0,,,Uche Anyanwu,,,4.0,,,,,uche-anyanwu-1,,,DB,,,,,,,,,,,,0.0,,Career,111,5.0,Nevada,169,,,,,,0.0,5,2.5,
Career,,41,,,,2.0,0.0,0.0,,,1,0,,,Udeme Udofia,,,1.0,,,,,udeme-udofia-1,,,DL,,,,,,,,,,,,5.5,,Career,65,12.5,Stanford,106,,,,,,0.0,4,4.0,
Career,,,,,,,,,,,4,0,,,Ukee Dozier,,,,,,,,ukee-dozier-1,,,DB,,,,,,,,,,,,,,Career,,,Minnesota,,,,,,,,20,5.0,
Career,,,,0,0,,,,,,,,,0,Uldis Januarajs,,,,,,,,uldis-januarajs-1,138,18,RB,0,,0,16,2.7,6,132,3,564,4.3,3,,0,Career,,,Colorado State,,3,0,,580,4.2,,,,
Career,,11,,,,,,,,,1,1,,,Ulisese Liua,,,,,,,,ulisese-liua-1,,6,DL,,,,,,,,,,,,0.0,,Career,5,2.0,San Jose State,16,1,,,,,,6,6.0,
Career,,0.0,,,,,,,,,0,0,,0.0,Umar Ferguson,,,,,,,,umar-ferguson-1,413,78,RB,,,2,491,9.8,50,363,11,1519,4.2,13,0.0,,Career,1.0,0.0,Temple,1.0,13,,,2010,4.9,,0,,
Career,,,,,,,,,,,,,,,Undrae Crosby,,,,,,,,undrae-crosby-1,,6,TE,,,,,,,,,,,,,,Career,,,UAB,,1,,,,,,,,
Career,,1,,,,0,0,0,,,,,,,Uriah Marshall,,,0,,,,,uriah-marshall-1,,,DB,,,,,,,,,,,,0.0,,Career,0,0.0,Arizona State,1,,,,,,0,,,
Career,,,,,,,,,,,,,,,Uriah Moenoa,,,,,,,,uriah-moenoa-1,,6,OL,,,,,,,,,,,,,,Career,,,Hawaii,,1,,,,,,,,
Career,,,,,,,,,,,,,,0.0,Uril Parrish,,,,,,,,uril-parrish-1,592,168,RB,,,3,404,8.2,49,543,25,2465,4.5,28,,,Career,,,Tulsa,,28,,,2869,4.8,,,,
Career,,41.0,,,,,,,,,9,0,,,Usama Young,,,,,,,,usama-young-1,,,DB,,,,,,,,,,,,0.0,,Career,68.0,7.0,Kent State,109.0,,,,,,,71,7.9,
Career,,20,,,,0,0,0,,,,,,,Vaka Manupuna,,,0,,,,,vaka-manupuna-1,,,DL,,,,,,,,,,,,0.5,,Career,21,5.0,Colorado,41,,,,,,0,,,
Career,,23.0,,,,1.0,0.0,0.0,,,0,0,,,Val Barnaby,,,0.0,,,,,val-barnaby-1,,,DL,,,,,,,,,,,,10.0,,Career,18.0,13.0,Rutgers,41.0,,,,,,0.0,0,,
Career,,46,,,,1,0,0,,,,,,,Van Alexander,,,1,,,,,van-alexander-1,,,LB,,,,,,,,,,,,1.0,,Career,40,1.5,Missouri,86,,,,,,0,,,
Career,5.3,2.0,1,,,,,,,,0,0,0,,Van Johnson,,3,,33.3,0,16,5.3,van-johnson-1,9,,DB,,78.1,,,,,9,0,36,4.0,0,0.0,,Career,4.0,0.0,Bowling Green State,6.0,,,,36,4.0,,0,,
Career,,,,,,,,,,,,,,,Van Johnson,,,,,,,,van-johnson-2,,90,WR,,,,,,,,,,,,,,Career,,,Temple,,15,,,,,,,,
Career,,,,,,,,,,,1,0,,,Van Monroe,,,,,,,,van-monroe-1,,,DB,,,,,,,,,,,,,,Career,,,Miami (OH),,,,,,,,49,49.0,
Career,,,,,,,,,,,,,,0.0,Van Ward,,,,,,,,van-ward-1,200,114,RB,,,2,255,11.1,23,177,17,693,3.9,19,,,Career,,,Colorado State,,19,,,948,4.7,,,,
Career,3.6,,7,,,,,,,,,,1,,Vance Smith,,20,,35.0,1,96,4.8,vance-smith-1,4,,QB,,81.8,,,,,4,0,-4,-1.0,0,,,Career,,,Texas A&M,,,,,-4,-1.0,,,,
Career,,41,,0,0,4,0,0,,,,,,0,Vance Walker,,,1,,,,,vance-walker-1,,2,DL,0,,,,,,,,,,,13.0,1,Career,69,26.5,Georgia Tech,110,0,0,,,,0,,,
Career,,,,,,,,,,,,,,,Vance Washington,,,,,,,,vance-washington-1,1,,WR,,,,,,,1,0,14,14.0,0,,,Career,,,Colorado,,,,,14,14.0,,,,
Career,,,,,,,,,,,,,,,Vanness Provitt,,,,,,,,vanness-provitt-1,,6,WR,,,,,,,,,,,,,,Career,,,Ohio State,,1,,,,,,,,
Career,,,,,,,,,,,,,,,Vannez Gooch,,,,,,,,vannez-gooch-1,27,,RB,,,0.0,21.0,4.2,5.0,22,0,41,1.9,0,,,Career,,,Florida State,,,,,62,2.3,,,,
Career,,19,,,,0,0,0,,,,,,,Vantrise Studivant,,,0,,,,,vantrise-studivant-1,,,DL,,,,,,,,,,,,2.5,,Career,8,2.5,Rutgers,27,,,,,,0,,,
Career,,,,,,,,,,,3,0,,,Vashawn Patrick,,,,,,,,vashawn-patrick-1,,,DB,,,,,,,,,,,,,,Career,,,Kent State,,,,,,,,63,21.0,
Career,,,,,,,,,,,,,,0.0,Vashon Pearson,,,,,,,,vashon-pearson-1,350,78,RB,,,1,205,10.3,20,330,12,1441,4.4,13,,,Career,,,Ole Miss,,13,,,1646,4.7,,,,
Career,,,,,,,,,,,,,,,Vaughn Calhoun,,,,,,,,vaughn-calhoun-1,12,,DB,,,0,6,3.0,2,10,0,40,4.0,0,,,Career,,,Rutgers,,,,,46,3.8,,,,
Career,,,,,,,,,,,,,,,Vaughn Carpenter,,,,,,,,vaughn-carpenter-1,10,,RB,,,,,,,10,0,70,7.0,0,,,Career,,,Army,,,,,70,7.0,,,,
Career,,,,,,,,,,,,,,0.0,Vaughn Inniss,,,,,,,,vaughn-inniss-1,166,6,RB,,,0,53,6.6,8,158,1,587,3.7,1,,,Career,,,Houston,,1,,,640,3.9,,,,
Career,,,,,,,,,,,1,0,,,Vaughn Kelley,,,,,,,,vaughn-kelley-1,,,DB,,,,,,,,,,,,,,Career,,,Navy,,,,,,,,0,0.0,
Career,,13.0,,,,,,,,,3,0,,0,Vaughn Rivers,,,,,,,,vaughn-rivers-1,,6,DB,1.0,,,,,,,,,,,0.0,,Career,41.0,1.0,West Virginia,54.0,1,,,,,,0,0.0,
Career,,,,1,1,,,,,,,,,,Vedad Siljkovic,,,,,,,,vedad-siljkovic-1,,4,K,,,,,,,,,,,,,,Career,,,Maryland,,0,,,,,,,,
Career,,18,,,,1,0,0,,,,,,,Vegas Franklin,,,4,,,,,vegas-franklin-1,,,DL,,,,,,,,,,,,6.5,,Career,30,10.0,Miami (FL),48,,,,,,0,,,
Career,,,,,,,,,,,5,0,,,Vegas Robinson,,,,,,,,vegas-robinson-1,,,LB,,,,,,,,,,,,,,Career,,,Virginia Tech,,,,,,,,33,6.6,
Career,,10,,,,1,0,0,,,,,,,Venson Jones Jr.,,,0,,,,,venson-jones-jr-1,,,DL,,,,,,,,,,,,4.0,,Career,14,5.5,Florida International,24,,,,,,0,,,
Career,,49,,0,0,1,1,1,,,,,,0,Ventrell Jenkins,,,1,,,,,ventrell-jenkins-1,,6,DL,0,,,,,,,,,,,9.5,0,Career,53,15.0,Kentucky,102,1,0,,,,56,,,
Career,,,,,,,,,,,,,,0.0,Vernand Morency,,,,,,,,vernand-morency-1,462,144,RB,,,1,119,10.8,11,451,23,2661,5.9,24,,,Career,,,Oklahoma State,,24,,,2780,6.0,,,,
Career,-45.0,9.0,0.0,,,,,,,,3,0,1.0,,Vernell Brown,,1.0,,0.0,0.0,0.0,0.0,vernell-brown-1,13,,DB,,-200.0,0.0,28.0,4.7,6.0,7.0,0.0,31.0,4.4,0,0.0,,Career,32.0,3.5,Florida,41.0,,,,59,4.5,,63,21.0,
Career,,5,,,,0,0,0,,,,,,,Vernon Botts,,,0,,,,,vernon-botts-1,,,DL,,,,,,,,,,,,1.0,,Career,19,6.0,Pitt,24,,,,,,0,,,
Career,,0.0,,,,,,,,,0,0,,0.0,Vernon Davis,,,,,,,,vernon-davis-1,,54,TE,,,,,,,,,,,,0.0,,Career,1.0,0.0,Maryland,1.0,9,,,,,,0,,
Career,,,,,,,,,,,4,0,,,Vernon Fox,,,,,,,,vernon-fox-1,,,DB,,,,,,,,,,,,,,Career,,,Fresno State,,,,,,,,54,13.5,
Career,,40,,0.0,0.0,0.0,1.0,1.0,,,1,0,,0.0,Vernon Gholston,0.0,,0.0,,,,,vernon-gholston-1,,6,DL,0.0,,,,,,,,,,,22.5,0.0,Career,47,30.5,Ohio State,87,1,0.0,,,,25.0,8,8.0,
Career,,,,,,,,,,,3,0,,,Vernon Grant,,,,,,,,vernon-grant-1,,,DB,,,,,,,,,,,,,,Career,,,Oklahoma State,,,,,,,,3,1.0,
Career,,47,,,,2,0,0,,,,,,,Vernon James,,,3,,,,,vernon-james-1,,,LB,,,,,,,,,,,,2.5,,Career,83,9.5,Rice,130,,,,,,0,,,
Career,,2,,,,0,0,0,,,,,,,Vernon Russell,,,0,,,,,vernon-russell-1,,,DB,,,,,,,,,,,,0.0,,Career,4,0.0,Texas Christian,6,,,,,,0,,,
Career,,,,,,,,,,,,,,,Verron Haynes,,,,,,,,verron-haynes-1,156,60,RB,,,2.0,242.0,12.7,19.0,137,8,738,5.4,10,,,Career,,,Georgia,,10,,,980,6.3,,,,
Career,,,,,,,,,,,,,,,Vershan Jackson,,,,,,,,vershan-jackson-1,,30,TE,,,,,,,,,,,,,,Career,,,Nebraska,,5,,,,,,,,
Career,,,,,,,,,,,,,,0.0,Versie Gaddis,,,,,,,,versie-gaddis-1,,42,WR,,,,,,,,,,,,,,Career,,,Indiana,,7,,,,,,,,
Career,,,,,,,,,,,,,,,Vic Faust,,,,,,,,vic-faust-1,,6,TE,,,,,,,,,,,,,,Career,,,Missouri,,1,,,,,,,,
Career,6.2,,329,,,,,,,,,,17,,Vic Penn,,571,,57.6,21,3857,6.8,vic-penn-1,137,30,QB,,120.5,,,,,137,5,180,1.3,5,,,Career,,,UCF,,5,,,180,1.3,,,,
Career,4.7,,43,,,,,,,,,,4,,Vic Penn,,93,,46.2,3,555,6.0,vic-penn-2,21,6,QB,,98.4,,,,,21,1,-22,-1.0,1,,,Career,,,South Carolina,,1,,,-22,-1.0,,,,
Career,,,,,,,,,,,3,0,,,Vic Viloria,,,,,,,,vic-viloria-1,,,LB,,,,,,,,,,,,,,Career,,,SMU,,,,,,,,0,0.0,
Career,,8,,,,1,0,0,,,,,,,Viciente Deloach,,,1,,,,,viciente-deloach-1,,,DL,,,,,,,,,,,,2.0,,Career,16,4.5,Ole Miss,24,,,,,,0,,,
Career,,20.0,,,,,,,,,7,1,,,Vickiel Vaughn,,,,,,,,vickiel-vaughn-1,,6,DB,,,,,,,,,,,,0.0,,Career,46.0,2.0,Arkansas,66.0,1,,,,,,105,15.0,
Career,,31,,,,3,0,0,,,,,,,Victor Abiamiri,,,2,,,,,victor-abiamiri-1,,,DL,,,,,,,,,,,,19.0,,Career,59,30.5,Notre Dame,90,,,,,,0,,,
Career,,15.0,,0,0,1.0,1,1,,,,,,0,Victor Adeyanju,,,2.0,,,,,victor-adeyanju-1,,6,DL,0,,,,,,,,,,,6.5,0,Career,32.0,12.0,Indiana,47.0,1,0,,,,4,,,
Career,,52,,,,4.0,1.0,0.0,,,1,0,,,Victor Butler,,,0.0,,,,,victor-butler-1,,,DL,,,,,,,,,,,,26.0,,Career,58,40.0,Oregon State,110,,,,,,4.0,30,30.0,
Career,,34,,,,4,0,0,,,,,,,Victor Degrate,,,4,,,,,victor-degrate-1,,,DL,,,,,,,,,,,,14.5,,Career,64,23.5,Oklahoma State,98,,,,,,0,,,
Career,,15,,0.0,0.0,0.0,0.0,0.0,,,2,0,,0.0,Victor Doman,0.0,,0.0,,,,,victor-doman-1,4,6,LB,0.0,,0.0,0.0,,0.0,4.0,1.0,8.0,2.0,1,0.0,0.0,Career,16,0.0,Central Michigan,31,1,0.0,,8,2.0,0.0,10,5.0,
Career,,3,,,,0.0,0.0,0.0,,,0,0,,,Victor Fergerstrom,,,0.0,,,,,victor-fergerstrom-1,,,LB,,,,,,,,,,,,0.0,,Career,4,0.0,Hawaii,7,,,,,,0.0,0,,
Career,,1,,,,0,0,0,,,,,,,Victor Filipe,,,0,,,,,victor-filipe-1,,,DL,,,,,,,,,,,,1.0,,Career,4,1.0,Oregon,5,,,,,,0,,,
Career,,,,,,,,,,,,,,,Victor Ford,,,,,,,,victor-ford-1,3,,RB,,,0.0,9.0,9.0,1.0,2.0,0.0,1.0,0.5,0,,,Career,,,Temple,,,,,10,3.3,,,,
Career,,44,,0.0,0.0,0.0,0.0,0.0,,,15,4,,1.0,Victor Harris,0.0,,2.0,,,,,victor-harris-1,,30,DB,0.0,,,,,,,,,,,0.0,0.0,Career,84,5.5,Virginia Tech,128,5,0.0,,,,0.0,278,18.5,
Career,,,,,,,,,,,,,,,Victor Henderson,,,,,,,,victor-henderson-1,4,,RB,,,,,,,4,0,16,4.0,0,,,Career,,,Arkansas State,,,,,16,4.0,,,,
Career,,,,,,,,,,,2,0,,,Victor Hobson,,,,,,,,victor-hobson-1,,,LB,,,,,,,,,,,,,,Career,,,Michigan,,,,,,,,42,21.0,
Career,,,,,,,,,,,,,,,Victor Horn,,,,,,,,victor-horn-1,3,,RB,,,,,,,3,0,5,1.7,0,,,Career,,,Auburn,,,,,5,1.7,,,,
Career,,,,,,,,,,,,,,0,Victor Ike,,,,,,,,victor-ike-1,162,78,RB,,,2,238,14.0,17,145,11,595,4.1,13,,,Career,,,Texas,,13,,,833,5.1,,,,
Career,,,,,,,,,,,3,0,,,Victor Malone,,,,,,,,victor-malone-1,,,DB,,,,,,,,,,,,,,Career,,,Houston,,,,,,,,62,20.7,
Career,,,,,,,,,,,,,,0.0,Victor Mann,,,,,,,,victor-mann-1,62,24,RB,,,1.0,170.0,11.3,15.0,47,3,214,4.6,4,,,Career,,,Kansas State,,4,,,384,6.2,,,,
Career,,,,,,,,,,,,,,,Victor Sesay,,,,,,,,victor-sesay-1,,30,TE,,,,,,,,,,,,,,Career,,,Missouri,,5,,,,,,,,
Career,,,,,,,,,,,3,1,,,Victor Stephens,,,,,,,,victor-stephens-1,,6,DB,,,,,,,,,,,,,,Career,,,North Carolina State,,1,,,,,,50,16.7,
Career,,,,,,,,,,,,,,,Victor Thompson,,,,,,,,victor-thompson-1,,30,WR,,,,,,,,,,,,,,Career,,,Air Force,,5,,,,,,,,
Career,,33,,,,0,0,0,,,,,,,Victor Worsley,,,0,,,,,victor-worsley-1,,,LB,,,,,,,,,,,,1.5,,Career,47,5.0,North Carolina,80,,,,,,0,,,
Career,,,,,,,,,,,,,,,Vince Brandstetter,,,,,,,,vince-brandstetter-1,,24,TE,,,,,,,,,,,,,,Career,,,Fresno State,,4,,,,,,,,
Career,,,,,,,,,,,,,,0.0,Vince Branstetter,,,,,,,,vince-branstetter-1,,12,TE,,,,,,,,,,,,,,Career,,,Fresno State,,2,,,,,,,,
Career,0.0,,0.0,,,,,,,,,,0.0,0.0,Vince Brewer,,1.0,,0.0,0.0,0.0,0.0,vince-brewer-1,276,66,RB,,0.0,3,212,6.4,33,243,8,1099,4.5,11,,,Career,,,South Florida,,11,,,1311,4.8,,,,
Career,,,,,,,,,,,,,,0.0,Vince Ciurciu,,,,,,,,vince-ciurciu-1,36,6,RB,,,1,24,4.0,6,30,0,104,3.5,1,,,Career,,,Clemson,,1,,,128,3.6,,,,
Career,0.0,,0,,,,,,,,,,0,,Vince Copeland,,1,,0.0,0,0,0.0,vince-copeland-1,,12,WR,,0.0,,,,,,,,,,,,Career,,,Baylor,,2,,,,,,,,
Career,,,,,,,1,0,,,,,,,Vince Crochunis,,,,,,,,vince-crochunis-1,,,DL,,,,,,,,,,,,,,Career,,,Pitt,,,,,,,11,,,
Career,,,,,,,,,,,,,,,Vince DeMakas,,,,,,,,vince-demakas-1,4,,RB,,,,,,,4,0,14,3.5,0,,,Career,,,Washington State,,,,,14,3.5,,,,
Career,,13,,,,0,0,0,,,,,,,Vince Feula,,,3,,,,,vince-feula-1,,,DL,,,,,,,,,,,,1.0,,Career,13,5.5,Brigham Young,26,,,,,,0,,,
Career,,197,,0.0,0.0,2.0,0.0,1.0,,,3,1,,0.0,Vince Hall,0.0,,1.0,,,,,vince-hall-1,,12,LB,0.0,,,,,,,,,,,8.5,0.0,Career,143,26.0,Virginia Tech,340,2,0.0,,,,15.0,19,6.3,
Career,,,,,,,1,0,,,,,,,Vince Pollard,,,,,,,,vince-pollard-1,,,LB,,,,,,,,,,,,,,Career,,,UAB,,,,,,,0,,,
Career,,6,,,,0,0,0,,,,,,,Vince Redd,,,1,,,,,vince-redd-1,,,DB,,,,,,,,,,,,0.0,,Career,10,1.5,Virginia,16,,,,,,0,,,
Career,,,,,,,,,,,,,,,Vince Reed,,,,,,,,vince-reed-1,55,,RB,,,0.0,2.0,2.0,1.0,54,0,187,3.5,0,,,Career,,,Colorado,,,,,189,3.4,,,,
Career,,,,,,,,,,,,,,,Vince Sebo,,,,,,,,vince-sebo-1,2,,P,,,,,,,2.0,0.0,-24.0,-12.0,0,,,Career,,,Missouri,,,,,-24,-12.0,,,,
Career,,,,,,,,1.0,,,15,2,,,Vince Thompson,,,,,,,,vince-thompson-1,,18,DB,0.0,,,,,,,,,,,,,Career,,,Northern Illinois,,3,,,,,34.0,99,6.6,
Career,,,,,,,,,,,,,,0,Vince Webber,,,,,,,,vince-webber-1,209,30,RB,0.0,,0.0,144.0,10.3,14.0,195,5,834,4.3,5,,,Career,,,Central Michigan,,5,,,978,4.7,,,,
Career,,,,,,,1,0,,,,,,,Vince Wilfork,,,,,,,,vince-wilfork-1,,,DL,,,,,,,,,,,,,,Career,,,Miami (FL),,,,,,,0,,,
Career,,,,,,,,,,,1,0,,,Vince Williams,,,,,,,,vince-williams-3,66,24,RB,,,0.0,12.0,4.0,3.0,63,4,192,3.0,4,,,Career,,,Pitt,,4,,,204,3.1,,0,0.0,
Career,,,,,,,,,,,,,,,Vince Wilson,,,,,,,,vince-wilson-1,7,,RB,,,,,,,7,0,-3,-0.4,0,,,Career,,,North Carolina,,,,,-3,-0.4,,,,
Career,,,,,,,,,,,,,,,Vince Wilson,,,,,,,,vince-wilson-2,,18,WR,,,,,,,,,,,,,,Career,,,Toledo,,3,,,,,,,,
Career,,5,,,,0,0,0,,,,,,,Vince Yasenchak,,,0,,,,,vince-yasenchak-1,,,LB,,,,,,,,,,,,0.0,,Career,0,0.0,Temple,5,,,,,,0,,,
Career,7.9,0.0,444,,,,,,,,0,0,28,,Vince Young,,718,,61.8,44,6040,8.4,vince-young-1,458,222,QB,,144.9,0.0,48.0,48.0,1.0,457,37,3127,6.8,37,0.0,,Career,1.0,0.0,Texas,1.0,37,,,3175,6.9,,0,,
Career,,,,,,,,,,,,,,,Vincent Brown,,,,,,,,vincent-brown-2,7,,RB,,,,,,,7,0,11,1.6,0,,,Career,,,Louisiana Tech,,,,,11,1.6,,,,
Career,,,,,,,1,0,,,,,,,Vincent Burns,,,,,,,,vincent-burns-1,,,DL,,,,,,,,,,,,,,Career,,,Kentucky,,,,,,,4,,,
Career,,,,,,,,2.0,,,8,0,,0.0,Vincent Fuller,,,,,,,,vincent-fuller-1,,12,DB,,,,,,,,,,,,,,Career,,,Virginia Tech,,2,,,,,50.0,45,5.6,
Career,,,,,,,,,,,,,,,Vincent Harrison,,,,,,,,vincent-harrison-1,,12,WR,,,,,,,,,,,,,,Career,,,Kentucky,,2,,,,,,,,
Career,,,,,,,,,,,,,,0,Vincent Hawkins,,,,,,,,vincent-hawkins-1,209,18,RB,,,0.0,154.0,10.3,15.0,194,3,990,5.1,3,,,Career,,,Rice,,3,,,1144,5.5,,,,
Career,18.0,1.0,1.0,,,,,,,,0,0,0.0,0.0,Vincent Marshall,,1.0,,100.0,0.0,18.0,18.0,vincent-marshall-1,,174,WR,1.0,251.2,,,,,,,,,,0.0,,Career,1.0,0.0,Houston,2.0,29,,,,,,0,,
Career,,38,,,,1,0,0,,,,,,,Vincent Mays,,,7,,,,,vincent-mays-1,,,DB,,,,,,,,,,,,0.5,,Career,29,1.5,Fresno State,67,,,,,,0,,,
Career,,16.0,,,,,,,,,12,1,,1.0,Vincent Meeks,,,,,,,,vincent-meeks-1,23,24,DB,,,0.0,6.0,1.2,5.0,18.0,2.0,102.0,5.7,2,0.0,,Career,32.0,0.0,Texas Tech,48.0,4,,,108,4.7,,188,15.7,
Career,,,,,,,,,,,,,,,Vincent Mitchell,,,,,,,,vincent-mitchell-1,,6,WR,,,,,,,,,,,,,,Career,,,Louisiana-Monroe,,1,,,,,,,,
Career,,69,,,,0,0,0,,,,,,,Vincent Rhodes,,,1,,,,,vincent-rhodes-1,,,DL,,,,,,,,,,,,8.0,,Career,49,13.5,Baylor,118,,,,,,0,,,
Career,,,,,,,,,,,,,,,Vincent Strang,,,,,,,,vincent-strang-1,,48,WR,1.0,,,,,,,,,,,,,Career,,,California,,8,,,,,,,,
Career,,45,,,,0,1,0,,,,,,,Vincenzo Giruzzi,,,2,,,,,vincenzo-giruzzi-1,,,DL,,,,,,,,,,,,2.0,,Career,50,6.5,Syracuse,95,,,,,,4,,,
Career,33.0,,1.0,,,,,,,,,,0.0,,Vinnie Burns,,1.0,,100.0,0.0,33.0,33.0,vinnie-burns-1,2,,P,,377.2,,,,,2.0,0.0,-23.0,-11.5,0,,,Career,,,Virginia Tech,,,,,-23,-11.5,,,,
Career,,1,,,,0,0,0,,,,,,,Vinnie Henderson,,,0,,,,,vinnie-henderson-1,,,DL,,,,,,,,,,,,0.0,,Career,4,0.0,Florida Atlantic,5,,,,,,0,,,
Career,,,,,,,,,,,3,0,,,Vinny Ciurciu,,,,,,,,vinny-ciurciu-1,,,LB,,,,,,,,,,,,,,Career,,,Boston College,,,,,,,,24,8.0,
Career,31.0,4.0,2.0,,,,,,,,0,0,0.0,0.0,Vinny Perretta,,2.0,,100.0,2.0,22.0,11.0,vinny-perretta-1,156,60,WR,0.0,522.4,4,991,13.4,74,82.0,6.0,479.0,5.8,10,0.0,,Career,3.0,0.0,Boise State,7.0,10,,,1470,9.4,,0,,
Career,4.6,,3.0,,,,,,,,,,1.0,0.0,Vinny Sutherland,,7.0,,42.9,2.0,37.0,5.3,vinny-sutherland-1,,180,WR,2,153.0,,,,,,,,,,,,Career,,,Purdue,,30,,,,,,,,
Career,,,,,,,1.0,0.0,,,2,0,,,Vinson Reynolds,,,,,,,,vinson-reynolds-1,,,DL,,,,,,,,,,,,,,Career,,,Northern Illinois,,,,,,,2.0,68,34.0,
Career,,,,,,,,,,,,,,0.0,Virgil Johnson,,,,,,,,virgil-johnson-1,11,6,RB,,,0.0,13.0,13.0,1.0,10,1,42,4.2,1,,,Career,,,Georgia Tech,,1,,,55,5.0,,,,
Career,,,,,,,,,,,4,1,,,Virgil Williams,,,,,,,,virgil-williams-1,,6,DB,,,,,,,,,,,,,,Career,,,Washington State,,1,,,,,,70,17.5,
Career,,,,78,29.0,,,,,,,,,,Vitaly Pisetsky,,,,,,,,vitaly-pisetsky-1,,165,K,,,,,,,,,,,,,,Career,,,Wisconsin,,0,,,,,,,,
Career,,8,,,,0,0,0,,,,,,,Vlad Faustin,,,2,,,,,vlad-faustin-1,,,DL,,,,,,,,,,,,2.0,,Career,8,3.5,Kansas State,16,,,,,,0,,,
Career,,,,52,27,,,,,,,,,,Vladimir Borombozin,,,,,,,,vladimir-borombozin-1,1,133,K,,,,,,,1.0,0.0,-11.0,-11.0,0,,,Career,,,New Mexico,,0,,,-11,-11.0,,,,
Career,,,,,,,,,,,11,0,,,Von Hutchins,,,,,,,,von-hutchins-1,,,DB,,,,,,,,,,,,,,Career,,,Ole Miss,,,,,,,,51,4.6,
Career,,0.0,,,,,,,,,0,0,,0,Voncarie Owens,,,,,,,,voncarie-owens-1,92,24,RB,,,0,47,9.4,5,87,4,389,4.5,4,0.0,,Career,2.0,0.0,Ohio,2.0,4,,,436,4.7,,0,,
Career,,,,,,,,,,,,,,,Vonta Leach,,,,,,,,vonta-leach-1,104,30,RB,,,0,44,4.4,10,94,5,320,3.4,5,,,Career,,,East Carolina,,5,,,364,3.5,,,,
Career,,,,,,,,,,,7,1,,2.0,Vontez Duff,,,,,,,,vontez-duff-1,,24,DB,1.0,,,,,,,,,,,,,Career,,,Notre Dame,,4,,,,,,129,18.4,
Career,,6.0,,,,,,,,,0,0,,0.0,Wade Betschart,,,,,,,,wade-betschart-1,,54,TE,,,,,,,,,,,,0.0,,Career,5.0,0.0,Wyoming,11.0,9,,,,,,0,,
Career,,56.0,,0.0,0.0,,0.0,1.0,,,2,0,,0.0,Wade Koehl,0.0,,,,,,,wade-koehl-1,,6,LB,0.0,,,,,,,,,,,4.0,0.0,Career,57.0,12.5,Houston,113.0,1,0.0,,,,0.0,4,2.0,
Career,,27,,,,0,0,0,,,,,,,Wade Landers,,,2,,,,,wade-landers-1,,,DL,,,,,,,,,,,,3.5,,Career,36,9.5,Colorado State,63,,,,,,0,,,
Career,,,,31.0,6.0,,,,,,,,,,Wade Tydlacka,,,,,,,,wade-tydlacka-1,,49,P,,,,,,,,,,,,,,Career,,,Louisville,,0,,,,,,,,
Career,,,,2,0,,,,,,,,,,Wade Waltman,,,,,,,,wade-waltman-1,,2,K,,,,,,,,,,,,,,Career,,,Kansas State,,0,,,,,,,,
Career,,,,,,,,,,,5,0,,,Waine Bacon,,,,,,,,waine-bacon-1,,,DB,,,,,,,,,,,,,,Career,,,Alabama,,,,,,,,36,7.2,
Career,,,,,,,,,,,,,,0.0,Waking Bailey,,,,,,,,waking-bailey-1,,30,WR,1.0,,,,,,,,,,,,,Career,,,San Jose State,,5,,,,,,,,
Career,,1.0,,0.0,0.0,0.0,0.0,0.0,,,0,0,,0.0,Wale Forrester,0.0,,1.0,,,,,wale-forrester-1,,6,DB,1,,,,,,,,,,,0.0,0.0,Career,4.0,0.0,California,5.0,1,0.0,,,,0.0,0,,
Career,19.2,0.0,2,,,,,,,,0,0,0,0.0,Wali Lundy,,5,,40.0,2,56,11.2,wali-lundy-1,856,312,RB,,266.1,9,895,7.9,114,742,43,3193,4.3,52,0.0,,Career,1.0,0.0,Virginia,1.0,52,,,4088,4.8,,0,,
Career,,7.0,,,,0.0,0.0,0.0,,,1,0,,,Wali Muhammad,,,2.0,,,,,wali-muhammad-1,,,DL,,,,,,,,,,,,4.0,,Career,13.0,7.5,Nebraska,20.0,,,,,,0.0,4,4.0,
Career,,73,,,,3,0,0,,,,,,,Wallace Gilberry,,,4,,,,,wallace-gilberry-1,,,DL,,,,,,,,,,,,15.0,,Career,87,46.0,Alabama,160,,,,,,0,,,
Career,,,,,,,1,0,,,,,,,Wallace Mateen,,,,,,,,wallace-mateen-1,,,DL,,,,,,,,,,,,,,Career,,,Tulane,,,,,,,4,,,
Career,,,,,,,,,,,1,0,,,Wallace Thomas,,,,,,,,wallace-thomas-1,,,DL,,,,,,,,,,,,,,Career,,,Colorado State,,,,,,,,17,17.0,
